Days,Qo,Qw
2466,187.00,4901.00
2467,185.00,4812.00
2468,184.00,4812.00
2469,186.00,4795.00
2470,184.00,4869.00
2471,181.00,4966.00
2472,186.00,4912.00
2473,182.00,4799.00
2474,184.00,4746.00
2475,183.00,4719.00
2476,183.00,4716.00
2477,176.00,4710.00
2478,51.00,1376.00
